"Año Convocatoria",Titulo
2005,"DESARROLLO Y EVALUACION DE UN MODELO DE PREVENCION DE LA DESNUTRICION Y DE TRASTORNOS DEL DESARROLLO BASADO EN UN ACOMPAÑAMIENTO DOMICILIARIO SEMANAL ENTRE LOS 6 Y 9 MESES DE EDAD EN LOS ALTOS DE CHIAPAS."
2005,"SISTEMA NACIONAL INTERACTIVO DE INFORMACION GEOGRAFICA, EPIDEMIOLOGICA Y DE RIESGOS A LA SALUD"
2005,"ASOCIACION ENTRE LA DEFICIENCIA DE ACIDO FOLICO , POLIMOFISMOS EN LOS GENES QUE PARTICIPAN EN SU METABOLISMO, HAPLOTIPOS HLA Y VIRUS DEL PAPILOMA HUMANO COMO FACTORES DE RIESGO EN DISPLASIA, CANCER IN SITU Y CANCER INVASOR DE CERVIX"
2005,"IDENTIFICACION DE LOS FACTORES DE RIESGO GENETICO PARA DESARROLLAR ARTRITIS IDIOPATICA JUVENIL EN POBLACION MEXICANA."
2005,"DISEÑO CONSTRUCCION Y EVALUACION CLINICA DE PROTESIS MIOELECTRICAS CON 3 GRADOS DE LIBERTAD ACTIVOS PARA AMPUTACION POR ARRIBA DE CODO"
2005,"DIFERENCIACION NEURONAL DE CELULAS MADRE EMBRIONARIAS HUMANAS: APLICACIONES EN ENFERMEDADES NEURODEGENERATIVAS."
2005,"DE JOVEN A JOVEN. INTERVENCION INTERCULTURAL PARA PROMOVER LA SALUD MENTAL DE LOS ADOLESCENTES ÑAHÑU. FASE 1 CREACION DE LOS RECURSOS."
2005,"DISTRIBUCION DE GENES SAP´S (CODIFICANTES DE ASPARTIL PROTEINASAS SECRETADAS) EN AISLADOS MEXICANOS DE CANDIDA SPP, SU USO COMO MARCADORES DE VIRULENCIA Y PERTINENCIA COMO BLANCOS TERAPEUTICOS"
2005,"CREACION DE UNA UNIDAD PARA LA PRODUCCION DE ROEDORES MODIFICADOS GENETICAMENTE"
2005,"EMPLEO DE LECTINAS COMO ALTERNATIVA AL DIAGNOSTICO DE CANCER DE MAMA"
2005,"ESTRATEGIA DE INTERVENCION PARA LA REDUCCION DE LA GRASA ABDOMINAL EN MUJERES OBESAS: USO DEL ACIDO LINOLEICO CONJUGADO"
2005,"ESTRATEGIAS DE PREVENCION Y TRATAMIENTO DE LA OBESIDAD EN REGIONES GEOGRAFICAS DEFINIDAS DE MEXICO."
2005,"TELEASISTENCIA EN DIÀLISIS PERITONEAL"
2005,"EVALUACION DE RIESGO GENETICO PARA LITIASIS URINARIA ASOCIADO A POLIMORFISMOS EN LOS GENES ZNF365, VEGF Y VDR EN UNA POBLACION DE YUCATAN."
2005,"FACTORES AMBIENTALES Y SUSCEPTIBILIDAD GENETICA ASOCIADOS AL CANCER MAMARIO (CAMA) EN MEXICO"
2005,"DETECCION RAPIDA DE DROGORESISTENCIA DE TUBERCULOSIS POR PCR EN TIEMPO REAL."
2005,"EVALUACION DEL PERIODO DE REBOTE DE ADIPOSIDAD PARA LA PREVENCION DE LA OBESIDAD"
2005,"SISTEMA INFORMATICO NEONATAL: MEJORA EN LA CALIDAD DE ATENCION BASADA EN LA EVIDENCIA."
2005,"EL DESARROLLO DE ECUACIONES PREDICTORAS PARA LA ESTIMACION DEL PORCENTAJE DE MASA GRASA EN NIÑOS MEXICANOS"
2005,"ESTUDIO INTEGRAL DE LA HIPERTENSION ARTERIAL: ASPECTOS BIOPSICOSOCIALES, EPIDEMIOLOGICOS, GENETICOS, INMUNOLOGICOS, CULTURALES Y DE ESTILO DE VIDA QUE IMPACTAN EN EL PRONOSTICO, TRATAMIENTO Y CALIDAD DE VIDA DEL PACIENTE HIPERTENSO."
2005,"GENETICA DE LA OBESIDAD EN LA INFANCIA Y ADOLESCENCIA"
2005,"CALIDAD DE LA ATENCION MEDICA EN LOS SERVICIOS GERIATRICOS Y MODULOS GERONTOLOGICOS DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO."
2005,"CORRELACION ENTRE EL USO DE RECURSOS, COSTOS Y LA MORBI-MORTALIDAD EN LAS UNIDADES DE TERAPIA INTENSIVA MEXICANAS."
2005,"MODELO MULTIGENICO DE IDENTIFICACION DE MUJERES DE ALTO RIESGO A DESARROLLAR CANCER DE MAMA POR MEDIO DEL ANALISIS POLIMORFICO DE COMPT, CYP17, CYP1A1, CYP19 Y RECEPTOR DE ESTROGENO"
2005,"ESTUDIO PROSPECTIVO DE CANCER DE MAMA EN MEXICO: MEDICION BASAL Y PRIMER SEGUIMIENTO, DETERMINANTES, MARCADORES TEMPRANOS DE RIESGO Y PATRONES MAMOGRAFICOS"
2005,"INTEGRACION DE LA INVESTIGACION SOBRE POBLACIONES VULNERABLES AL DESARROLLO DE LOS SISTEMAS DE SALUD EN LOS AMBITOS ESTATAL Y DELEGACIONAL. CONSORCIO INDESES."
2005,"PROMOCION DE ACTIVIDAD FISICA ADECUADA Y ALIMENTACION SALUDABLE EN EL SISTEMA EDUCATIVO MEXICANO PARA LA PREVENCION DE OBESIDAD"
2005,"FORMACION, EMPLEO Y REGULACION DE LOS RECURSOS HUMANOS PARA LA SALUD. BASES PARA SU PLANEACION ESTRATEGICA."
2005,"CARACTERIZACION EPIDEMIOLOGICA DE TUBERCULOSIS LATENTE Y MARCADORES MOLECULARES DE PROGRESION A TUBERCULOSIS PULMONAR EN PACIENTES CON DIABETES MELLITUS TIPO 2 DE DURANGO Y ZACATECAS"
2005,"RESCATANDO LA EXPERIENCIA DE LA ""CASA DE LA MUJER INDIGENA"": SISTEMATIZACION Y EVALUACION DEL PROCESO"
2005,"BUSQUEDA DE INDICADORES DE RESULTADOS QUIRURGICOS PARA MEDIR Y MEJORAR LA CALIDAD DE LOS SERVICIOS QUIRURGICOS EN LOS HOSPITALES DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL. ESTUDIO PILOTO EN 3 HOSPITALES.."
2005,"MODELO DE COLABORACION IMSS-EMPRESAS PARA LA PROMOCION DE HABITOS Y CONDUCTAS SALUDABLES DE LOS TRABAJADORES"
2005,"SISTEMA INDIVIDUALIZADO DE MONITOREO, EVALUACION Y MEJORA DE LA ATENCION EN UNIDADES DE MEDICINA FAMILIAR"
2005,"DISEÑO Y EVALUACION DE UN MODELO DE ATENCION SOCIAL A LA SALUD DE LOS/LAS ADULTOS/AS MAYORES DERECHOHABIENTES DEL IMSS"
2005,"CARACTERIZACION DE NUEVOS CORREGULADORES DEL RECEPTOR NUCLEAR DE ESTROGENO COMO MARCADORES DE RIESGO Y DIAGNOSTICO DE CANCER DE MAMA EN MUJERES MEXICANAS"
2005,"DETERMINACION DE INFECCION MUTUA DE TUBERCULOSIS ENTRE HUMANOS Y BOVINOS EN POBLACIONES DE ALTO RIESGO"
2005,"SINTESIS ESTEREOSELECTIVA Y CARACTERIZACION FARMACOLOGICA DEL(S, R)HOMOHIDROXIMETOPROLOL"
2005,"EVALUACION DEL IMPACTO DEL CONTROL DE LA DIABETES SOBRE LA TRANSMISION Y DESARROLLO DE LA TUBERCULOSIS EN POBLACION GENERAL"
2005,"VALORACION DE MARCADORES GENETICOS DE RIESGO POBLACIONAL PARA LA INSUFICIENCIA RENAL CRONICA"
2005,"EVALUACION DE LOS CAMBIOS SECULARES EN LA UTILIZACION DE LOS SERVICIOS DE PREVENCION Y TRATAMIENTO EN EL PRIMER NIVEL EN LA ATENCION DE FACTORES DE RIESGO CARDIOVASCULAR EN POBLACION ABIERTA URBANA DE NIVEL SOCIOECONOMICO BAJO."
2005,"INVESTIGACION INTEGRAL SOBRE LA PREVENCION, MANEJO Y TRATAMIENTO DEL VIH/SIDA Y SU COINFECCION CON TUBERCULOSIS EN MEXICO: UN ENFOQUE MULTIDISCIPLINARIO E INTERINSTITUCIONAL."
2005,"INMUNOTERAPIA GENICA PARA EL CONTROL DE LA TUBERCULOSIS PULMONAR"
2005,"IDENTIFICACION DE MECANISMOS UTILIZADOS POR MACROFAGOS PARA MATAR INTRACELULARMENTE A MYCOBACTERIUM TUBERCULOSIS"
2005,"IDENTIFICACION DE FACTORES DE RIESGO DEL HUESPED, EL AGENTE Y EL AMBIENTE PARA EL DESARROLLO DE TUBERCULOSIS PRIMARIA. UN ENFOQUE INTEGRADOR Y MULTIDISCIPLINARIO."
2006,"ENSAYO CLINICO ALEATORIO SOBRE EL USO DE PROBIOTICOS EN PACIENTES CON CANCER CERVICOUTERINO EN ETAPAS CLINICAS IIB SOMETIDAS A QUIMIOTERAPIA Y RADIOTERAPIA CONCOMITANTE"
2006,"DETERMINACION DE MARCADORES MOLECULARES EN LINFOMAS NO-HODGKIN Y SU CORRELACION CON LA RESPUESTA AL TRATAMIENTO."
2006,"OXIDO NITRICO Y DISFUNCION COGNOSCITIVA EN ADULTOS JOVENES CON TRASTORNOS PSICOTICOS"
2006,"EFECTOS DE LOS FLAVONOIDES Y EL TELMISARTAN EN PROCESOS DE REMODELACION CARDIACA EN SUJETOS JOVENES DISLIPIDEMICOS CON HIPERTENSION LEVE A MODERADA"
2006,"EL CANCER DE MAMA DESDE LA PERSPECTIVA DE ADOLESCENTES: EXPLORACION DE IMAGEN Y SIGNIFICADOS PARA UNA PROPUESTA EDUCATIVA"
2006,"CORRELACION GENETICA ENTRE LOS POLIMORFISMOS DE LOS GENES APOPROTEINA E, APOPROTEINA B Y PROTEINA MICROSOMAL DE TRANSFERENCIA DE TRIGLICERIDOS, CON EL PERFIL DE LIPIDOS EN PACIENTES CON HIPERLIPIDEMIA FAMILIAR COMBINADA"
2006,"DESARROLLO DE UN PROCESO BIOTECNOLOGICO PARA LA PRODUCCION DEL PRECURSOR SHIKIMATO Y DE UN PROCESO QUIMICO PARA SU TRANSFORMACION EN EL ANTIVIRAL OSELTAMIVIR."
2006,"USO DE MARCADORES GENETICOS PARA LA DETECCION TEMPRANA, PRONOSTICO Y SEGUIMIENTO DE PACIENTES CON CANCER DE PROSTATA POR MEDIO DE METODOS NO INVASIVOS"
2006,"ESTUDIO INTEGRAL DEL ESTADO DE SALUD EN INDIVIDUOS OCUPACIONALMENTE EXPUESTOS A PLAGUICIDAS: BIOMARCADORES DE EFECTO,  EXPOSICION Y SUCEPTIBILIDAD GENETICA"
2006,"CARACTERIZACION DEL PROCESO INFLAMATORIO DE LA ENFERMEDAD ATEROSCLEROSA CAUSADO POR LIPOPROTEINAS DE BAJA DENSIDAD OXIDADA A TRAVES DE LOS RECEPTORES SEMEJANTES A TOLL EN CELULAS PROVENIENTES DE PACIENTES CON SINDROME CORONARIO AGUDO"
2006,"IDENTIFICACION A NIVEL MOLECULAR DE MICOBACTERIAS AISLADAS DE PACIENTES INMUNOCOMPETENTES E INMUNODEPRIMIDOS EN LA ZONA ORIENTE DE LA CD. DE MEXICO."
2006,"EFECTO DE LA TERAPIA CON VIBRACION EN LA POLINEUROPATIA DIABETICA"
2006,"""SIMVASTATINA MAS INULINA VS SIMVASTATINA MAS EZETIMIBE EN EL TRATAMIENTO DE DISLIPIDEMIAS"""
2006,"DESARROLLO Y EVALUACION DE SISTEMAS BASADOS EN TECNOLOGIAS DE REALIDAD VIRTUAL PARA EL TRATAMIENTO DE TRASTORNOS DE ANSIEDAD."
2006,"RESISTENCIA FARMACOCINETICA-FARMACODINAMICA EN LA TERAPIA DEL CANCER"
2006,"VALOR DE LAS VASOINHIBINAS EN LA PREDICCION Y PATOGENESIS DE LA PREECLAMPSIA"
2006,"INHIBICION LOCAL DEL FACTOR DE NECROSIS TUMORAL ALFA (TNF) COMO COADYUVANTE DEL TRATAMIENTO DE LA QUERTITIS ULCERATIVA PERIFERICA ASOCIADA A ENFERMEDADES AUTOINMUNES"
2006,"ESTUDIO FASE III,  ALEATORIO MULTICENTRICO, QUE COMPARA QUIMIOTERAPIA Y RADIOTERAPIA CONCURRENTE CON Y SIN NITROGLICERINA, EN PACIENTES CON CANCER DE PULMON DE CELULAS NO PEQUEÑAS LOCALMENTE AVANZADO"
2006,"EFECTO A LARGO PLAZO DE LA SUPLEMENTACION CON  ACIDOS GRASOS OMEGA-3 EN PACIENTES PEDIATRICOS HIPERTRIGLICERIDEMICOS CON SOBREPESO U OBESIDAD."
2006,"PREDICCION DE RECAIDA EN NIÑOS CON LEUCEMIA AGUDA LINFOBLASTICA UTILIZANDO LA EXPRESION DEL GEN CASP8AP2 ASOCIADA A ENFERMEDAD MINIMA RESIDUAL"
2006,"DESARROLLO DE UNA METODOLOGIA PARA DIAGNOSTICO Y FOMENTO DE LA ADHERENCIA AL TRATAMIENTO DE PACIENTES CON ENFERMEDADES CRONICAS Y EVALUACION DE SU IMPACTO SOBRE FACTORES DE RIESGO CARDIOVASCULAR."
2006,"DESARROLLO DE ELECTROCARDIOGRAFO INALAMBRICO EN LA BANDA DE 2.4 GHZ PARA MULTIPLES PACIENTES"
2006,"RESPUESTA INMUNE EN MUCOSAS RESPIRATORIAS A LA PRIMOVACUNACION CONTRA SARAMPION EN AEROSOL EN NIÑOS DE 12 MESES"
2006,"REGENERACION TISULAR GUIADA MEDIANTE UNA PROTESIS COMPUESTA DE ACIDO POLIGLICOLICO (NEUROTUBE) Y SUS EFECTOS CON PROGESTERONA IN SITU EN LA REPARACION PRIMARIA DE SECCIONES TRAUMATICAS BAJAS DEL NERVIO MEDIANO Y CUBITAL EN HUMANOS."
2006,"EFECTO DE LA DIACEREINA SOBRE LA SECRECION DE INSULINA EN PACIENTES CON DIABETES MELLITUS TIPO 2 Y SOBREPESO U OBESIDAD"
2006,"EVALUACION  DE  UN PROGRAMA DE INTERRUPCIONES ESTRUCTURADAS  DE TARAA EN CICLOS DE 4/12 SEMANAS EN NIÑOS  CON  SIDA  Y  CARGA VIRAL  CRONICAMENTE  INDETECTABLE"
2006,"EVALUCION DE MARCADORES DE RIESGO GENETICOS, BIOQUIMICOS Y ANTROPOMETRICOS EN PACIENTES OBESOS Y DIABETICOS CON HIGADO GRASO"
2006,"IMPORTANCIA DE LOS ANTECEDENTES FAMILIARES DE DIABETES MELLITUS TIPO 2 EN LA DISFUNCION DE LA CELULA ENDOTELIAL. EVALUACION DEL METABOLISMO DE LA GLUCOSA Y SU RELACION CON LA SINTESIS DE OXIDO NITRICO Y EL ESTRES OXIDATIVO EN LA CELULA ENDOTELIAL."
2006,"EVALUACION DE RECURRENCIA EN PACIENTES CON CARCINOMA CERVICOUTERINO EN ETAPAS CLINICAS IIB A IIIB POSTERIOR AL TRATAMIENTO CON QUIMIO-RADIACION O RADIOTERAPIA SOLA"
2006,"ESTABLECIMIENTO DE DIETAS CON DIFERENTE CONTENIDO DE ACIDOS GRASOS DE CADENA LARGA PARA REDUCIR LA HIPERTRIGLICERIDEMIA Y SUS COMPLICACIONES EN SUJETOS CON SOBREPESO U OBESIDAD PORTADORES DEL POLIMORFISMO ALA54TRE DEL GEN FABP2."
2006,"ANALISIS DE LA CAPACIDAD DE ONGS PARA IMPLEMENTAR ESTRATEGIAS DE PREVENCION Y DE ATENCION INTEGRAL DE VIH/SIDA PARA POBLACIONES MOVILES: EL CASO DE MEXICO Y CENTROAMERICA."
2006,"APLICACIONES NANOTECNOLOGICAS PARA LA OPTIMIZACION DEL TRATAMIENTO DE LA TUBERCULOSIS"
2006,"ANALISIS POLITICO DE LOS CAMBIOS EN LOS ESPACIOS DE DECISION Y SUS EFECTOS SOBRE EL DESEMPEÑO DEL SISTEMA NACIONAL DE PROTECCION SOCIAL EN SALUD EN LOS ESTADOS, 2000-2006"
2006,"MARCADORES NUTRICIOS Y PSICO-SOCIALES DEL SINDROME DE FRAGILIDAD EN ADULTOS MAYORES MEXICANOS"
2006,"PARTICIPACION DE LA FOSFATASA DE LIPIDOS FOSFATADOS-3 EN EL DESARROLLO VASCULAR"
2006,"DISEÑO Y ESTUDIO DE CRIOPROTECTOR BASADO EN PROTEINAS ANTICONGELANTES PARA CRIOPRESERVACION DE CORAZON  CON FINES DE TRASPLANTE"
2006,"INGENIERÌA TISULAR PARA LA FORMACION DE HUESO UTIL PARA AUTOTRANSPLANTE"
2006,"ESTANDARIZACION Y TRANSFERENCIA TECNOLOGICA DE LOS PROCESOS DE FABRICACION DE LOS SISTEMAS REDUCTORES DE PRESION PARA LESIONADOS MEDULARES."
2006,"EFECTO DE PLASMAFERESIS PRETRASPLANTE SOBRE LA INCIDENCIA DE RECHAZO HUMORAL AGUDO EN PACIENTES ALTAMENTE SENSIBILIZADOS Y ANALISIS DEL COMPORTAMIENTO DE ANTICUERPOS ANTI-HLA."
2006,"DETERMINACION TEMPRANA DEL CANCER DE MAMA USANDO LA ESPECTROSCOPIA RAMAN DE SUPERFICIE AMPLIFICADA CON SENSORES METALICOS NANOESTRUCTURADOS"
2006,"ELABORACION DE UNA VACUNA RECOMBINANTE POLIVALENTE CONTRA VARIEDADES MEXICANAS DEL VIRUS DE INFLUENZA AVIAR UTILIZANDO COMO VECTOR EL VIRUS NEWCASTLE"
2006,"TRATAMIENTO LOCAL DE TUMORES MALIGNOS POR RADIOFRECUENCIA ASISTIDO POR NAVEGACION"
2006,"ESTUDIO COMPARATIVO DE LA EFICACIA EN EL CONTROL DE CRISIS Y EVOLUCION PSICOMETRICA DE DOS SISTEMAS DE CALLOSOTOMIA (TECNICA QUIRURGICA CONVENCIONAL VS RADIOCIRUGIA)."
2006,"EVALUACION Y DESARROLLO DE UN METODO MOLECULAR VINCULADO CON UN AGAR CROMOGENICO PARA LA APLICACION EN BROTES EPIDEMIOLOGICOS CAUSADOS POR VIBRIO PARAHAEMOLYTICUS TOXIGENICO"
2006,"UNA APROXIMACION SOCIOEPIDEMIOLOGICA DE LA TUBERCULOSIS PULMONAR EN TRABAJADORES AGRICOLAS POBLANOS QUE MIGRAN A CANADA"
2007,"ANALISIS DE LOS POLIMORFISMOS -216 G-T, -191 C-A, (CA)N IVS 1, R497K Y EXPRESION DEL GEN EGFR EN PACIENTES CON CANCER GASTRICO"
2007,"FOMENTO Y FORTALECIMIENTO DEL BINOMIO MEDICINA BASADA EN EVIDENCIAS-MEDICINA BASADA EN VALORES EN EL INSTITUTO MEXICANO DEL SEGURO SOCIAL"
2007,"CORRELACION ENTRE  TOLERANCIA A LPS Y MODULADORES DE RESPUESTA INFLAMATORIA EN SEPSIS NEONATAL (CURSO CLINICO Y PRONOSTICO)"
2007,"CARACTERIZACION GENETICA, PROTEICA E INMUNOLOGICA DE LA SUBCEPA BACILO DE CALMETTE-GUERIN BCG MEXICO"
2007,"DESARROLLO Y VALIDACION DE UNA PRUEBA DE DIAGNOSTICO DE LA TUBERCULOSIS PULMONAR EMPLEANDO LOS ANTIGENOS ESAT-6 Y CFP-10 DE MYCOBACTERIUM TUBERCULOSIS UNIDOS A MICROESFERAS"
2007,"DESARROLLO DE PLANTILLAS ERGONOMICAS PARA USUARIOS CON SOBREPESO Y DEFORMACION PLANTAR EN LOS PIES"
2007,"ESTUDIO Y DESARROLLO DE UN EQUIPO DE RADIACION ULTRASONICA ENFOCADA Y DE ALTA INTENSIDAD PARA EL TRATAMIENTO DE CANCER"
2007,"VARIACION  EN LOS GENES DE REPARACION DEL ADN: EVALUACION DE FACTORES DE RIESGO CON CHEMOTHERAPIA EN PACIENTES DE CANCER DE MAMA"
2007,"EVALUACION DE CARACTERISTICAS PSICOSOCIALES DEL PACIENTE DIABETICO ADULTO MAYOR PARA EL DISEÑO DE PROGRAMAS  DE APOYO A LA ADHERENCIA TERAPEUTICA Y EL CONTROL GLICEMICO"
2007,"DISEÑO Y EVALUACION DE UNA ESTRATEGIA PARA PREVENIR SOBREPESO Y  OBESIDAD EN  ESCOLARES DE LA CIUDAD DE MEXICO"
2007,"DESARROLLO DE VACUNAS CONTRA VIRUS DENGUE MEDIANTE ANALISIS BIOINFORMATICO DEL GENOMA VIRAL"
2007,"UTILIDAD DE LA PRUEBA DE ALIENTO CON [13C] GLUCOSA PARA EL DIAGNOSTICO DE RESISTENCIA A LA INSULINA."
2007,"INMUNOGENICIDAD Y SEGURIDAD DE VACUNAS CONTRA INFLUENZA A H5N1"
2007,"DESARROLLO DE UN ESPECTROMETRO DE PLASMA INDUCIDO POR LASER PARA LA DETERMINACION DE CONTAMINACION CON METALES PESADOS"
2007,"UN NUEVO METODO PARA EL DIAGNOSTICO TEMPRANO DE LA TRICOMONOSIS"
2007,"TRANSPLANTE MENISCAL EN PACIENTES CON MENISECTOMIA COMPLETA CON SINTOMATOLOGIA INCIPIENTE"
2007,"RIBOSWITCHES COMO BLANCOS DE NUEVOS AGENTES ANTIMICROBIANOS"
2007,"AUTOINMUNIDAD A COMPONENTES DEL SISTEMA INMUNE Y SU IMPLICACION EN ENFERMEDADES INFECCIOSAS."
2007,"ASOCIACION ENTRE LOS POLIMORFISMOS DE  DIVERSOS GENES QUE PARTICIPAN EN EL METABOLISMO DE LAS LIPOPROTEINAS Y LAS DISLIPIDEMIAS, EN PACIENTES CON VIH EN TRATAMIENTO PROLONGADO CON ANTIRRETROVIRALES."
2007,"PREPARACION Y EVALUACION DE RADIOCONJUGADOS DE LYS3-BOMBESINA PARA LA DETECCION ESPECIFICA Y TEMPRANA DE CANCER DE MAMA"
2007,"DESARROLLO DE UN SISTEMA ACARREADOR DE ANTIGENOS MEDIANTE LA EXPRESION DE UN DOMINIO  DE UNION A BIOTINA FUSIONADO CON EL AUTOTRANSPORTADOR SHDA EN LA SUPERFICIE DE SALMONELLA ENTERICA SEROVAR TYPHIMURIUM."
2007,"ESTUDIO DE LA IMPLEMENTACION DE LA ATENCION A LA SALUD REPRODUCTIVA DE LOS Y LAS ADOLESCENTES DENTRO DE LA SECRETARIA DE SALUD."
2007,"GENERACION DE UNA VACUNA DE DNA DE TRYPANOSOMA CRUZI USADA EN LA INMUNIZACION CANINA PARA LA PREVENCION DE LA ENFERMEDAD DE CHAGAS Y SU CONTROL EN LA INFECCION DEL HUMANO."
2007,"NEURORRETROALIMENTACION DEL RITMO SENSORIMOTOR EN NIÑOS CON TRASTORNO DE APRENDIZAJE CUYO ELECTROENCEFALOGRAMA PRESENTA ACTIVIDAD EPILEPTIFORME."
2007,"ESTUDIO DE LA PRODUCTIVIDAD DE CRIADEROS DE AEDES AEGYPTI EN LOCALIDADES DE ALTO RIESGO DEL ESTADO DE MORELOS, MEXICO PARA LA PROPUESTA DE UNA ESTRATEGIA ENFOCADA PARA EL CONTROL DEL DENGUE"
2007,"IDENTIFICACION DE NUEVOS GENES CAUSALES DE ATAXIA ESPINOCEREBELOSA"
2007,"ASOCIACION DE LA PROTEINA DE UNION DEL RETINOL Y SUS POLIMORFISMOS CON LA RESISTENCIA A LA INSULINA EN LA DIABETES GESTACIONAL"
2007,"IMPORTANCIA DE LOS POLIMORFISMOS EN CTLA-4, CD28 Y PTPN22 COMO MARCADORES DE SUSCEPTIBILIDAD EN ARTRITIS REUMATOIDE. ASOCIACION CON ANTICUERPOS ANTI-CCP, FACTOR REUMATOIDE Y ACTIVIDAD CLINICA."
2007,"ESTIGMA Y ENFERMEDAD MENTAL: UN PROGRAMA DE INTERVENCION COMUNITARIA PARA SU APLICACION EN POBLACION GENERAL Y CLINICA."
2007,"FRECUENCIA DE GAMAPATIAS MONOCLONALES EN INDIVIDUOS SANOS CON ANTECEDENTE FAMILIAR DE MIELOMA MULTIPLE"
2007,"DESARROLLO Y PUESTA EN PRACTICA DE UN  SISTEMA DE GESTION TECNOLOGICA PARA LA INNOVACION EN SALUD"
2007,"DISEÑO DE UN PROGRAMA DE SALUD AMBIENTAL PARA DISMINUIR LOS RIESGOS SANITARIOS EN COMUNIDADES WIRARICAS (HUICHOLAS)."
2007,"DETECCION DE COMPLICACIONES CARDIACAS EN PACIENTES CON ESCLERODERMA Y SU ASOCIACION CON SUBTIPOS CLINICOS DE LA ENFERMEDAD"
2007,"PROTEOMICA DE LA OSTEOARTRTIS"
2007,"HORMONAS Y ANTIHORMONAS EN LA MORBIMORTALIDAD Y EL TRATAMIENTO DE  LA CISTICERCOSIS EN HUMANOS Y EN MODELOS EXPERIMENTALES."
2007,"EVALUACION DE MARCADORES MOLECULARES CANDIDATOS PARA EFECTUAR PRONOSTICO DE PARTO PRETERMINO."
2007,"ESTUDIOS DE FASE CLINICA II SOBRE LOS EFECTOS TERAPEUTICOS ANTIADICTIVOS DE LA MIRTAZAPINA (REMERON) EN SUJETOS HUMANOS ADICTOS A COCAINA."
2007,"EFECTO DE LA SUPLEMENTACION ORAL CON LACTOBACILLUS CASEI SUBESPECIE  RHAMNOSUS SOBRE LA COLONIZACION INTESTINAL POR ENTEROBACTERIAS PRODUCTORAS DE BLEES, STAPHYLOCOCCUS SPP.Y CANDIDA SPP. EN RECIEN NACIDOS."
2007,"FACTORES ASOCIADOS AL RETRASO EN LA ATENCION MEDICA DE MUJERES CON CANCER DE MAMA"
2007,"INFECCION, INFLAMACION Y CANCER; ESTUDIO PARA EL DESARROLLO DE PRUEBAS DIAGNOSTICAS Y LA IDENTIFICACION DE BIOMARCADORES DE RIESGO, PRONOSTICO Y PREVENCION."
2007,"PREVALENCIA DEL SINDROME METABOLICO ENTRE LA POBLACION DERECHOHABIENTE DEL ISSSTE, SUS POSIBLES ASOCIACIONES CLINICAS Y EPIDEMIOLOGICAS, Y SU RELACION CON LA COMPOSICION ETNICA DE LOS INDIVIDUOS."
2007,"CARACTERIZACION DE MUTACIONES EN LOS GENES TTF-1, TTF-2 Y PAX8 EN PACIENTES CON DIAGNOSTICO DE HIPOTIROIDISMO CONGENITO POR DISGENESIA"
2007,"ECOLOGIA E INCRIMINACION DE VECTORES Y RESERVORIOS DE LEIHSMANIASIS CUTANEA EN LA REGION FRONTERIZA DE CHIAPAS, MEXICO."
2007,"SINDROME DE COLON IRRITABLE: PAPEL ETIOLOGICO DE PROTOZOO INTESTINALES Y DE LOS POLIMORFISMOS DE CITOCINAS PROINFLAMATORIAS"
2007,"DISEÑO Y DESARROLLO DE ASIENTOS CONFORMADOS PARA NIÑOS CON  DISCAPACIDAD"
2007,"HAPLOTIPOS DEL GEN PADI4 EN PACIENTES CON ARTRITIS REUMATOIDE Y ASOCIACION CON ANTICUERPOS ANTI-PEPTIDO CITRULINADO CICLICO (ANTI-PCC)"
2007,"CELULAS TRONCALES LEUCEMICAS: CARACTERIZACION BIOLOGICA IN VITRO Y ESTUDIO DE SISTEMAS DE CULTIVO PARA EVALUAR EL EFECTO DE AGENTES ANTINEOPLASICOS Y ELIMINAR, DE MANERA SELECTIVA, A CELULAS HEMATOPOYETICAS LEUCEMICAS"
2007,"EVALUACION CLINICA DEL EFECTO CICATRIZANTE EN ULCERAS VENOSAS DE MIEMBROS INFERIORES DEL FITOFARMACO MT-1 (MIMOSA TENUIFLORA CORTEX)."
2007,"TAMIZ PRE Y POSNATAL DE INFECCIONES CONGENITAS EN LA CIUDAD DE MEXICO"
2007,"FACTORES ASOCIADOS A LA INCIDENCIA Y REVERSION DE LA INFECCION POR H. PYLORI EN ESCOLARES DE BAJO NIVEL ECONOMICO EN LA CIUDAD DE MEXICO."
2007,"INFLUENCIA DE LOS HAPLOTIPOS -T31C Y -C511T EN EL PROMOTOR DEL GEN DE IL-1BETA Y DE LA EXPANSION -2600(CCTTT)N EN EL PROMOTOR DEL GEN DE  INOS-A EN EL DESARROLLO DE PARALISIS CEREBRAL INFANTIL SECUNDARIA A HIPOXIA/ISQUEMIA PERINATAL"
2007,"PRODUCCION SEMI-INDUSTRIAL Y ESTUDIO DE LA ADMINISTRACION CRONCA DEL FITOMEDICAMENTO DE GALPHIMIA GLAUCA EN PACIENTES CON TRASTORNO DE ANSIEDAD GENERALIZADA. ENSAYO CLINICO ALEATORIZADO, DOBLE CIEGO Y CONTROLADO CON LORAZEPAM."
